Gene	Gene name
ENSMUSG00000017707	Serinc3
ENSMUSG00000028082	Sh3d19
ENSMUSG00000037062	Sh3glb1
ENSMUSG00000020669	Sh3yl1
ENSMUSG00000019838	Slc16a10
ENSMUSG00000020334	Slc22a4
ENSMUSG00000035472	Slc25a21
ENSMUSG00000034248	Slc25a37
ENSMUSG00000018677	Slc25a39
ENSMUSG00000045973	Slc25a51
ENSMUSG00000029221	Slc30a9
ENSMUSG00000031170	Slc38a5
ENSMUSG00000027075	Slc43a1
ENSMUSG00000081534	Slc48a1
ENSMUSG00000006574	Slc4a1
ENSMUSG00000028542	Slc6a9
ENSMUSG00000040010	Slc7a5
ENSMUSG00000082101	Slfn14
ENSMUSG00000026155	Smap1
ENSMUSG00000037822	Smim14
ENSMUSG00000027333	Smox
ENSMUSG00000025889	Snca
ENSMUSG00000024787	Snx15
ENSMUSG00000039452	Snx22
ENSMUSG00000019804	Snx3
ENSMUSG00000044352	Sowaha
ENSMUSG00000051910	Sox6
ENSMUSG00000042331	Specc1
ENSMUSG00000024533	Spire1
ENSMUSG00000057522	Spop
ENSMUSG00000035206	Sppl2b
ENSMUSG00000024160	Spsb3
ENSMUSG00000026532	Spta1
ENSMUSG00000021061	Sptb
ENSMUSG00000015837	Sqstm1
ENSMUSG00000003992	Ssbp2
ENSMUSG00000061887	Ssbp3
ENSMUSG00000056091	St3gal5
ENSMUSG00000030688	Stard10
ENSMUSG00000026094	Stk17b
ENSMUSG00000026027	Stradb
ENSMUSG00000066900	Suds3
ENSMUSG00000038954	Supt3
ENSMUSG00000020485	Supt4a
ENSMUSG00000052748	Swt1
ENSMUSG00000022415	Syngr1
ENSMUSG00000016200	Syt14
ENSMUSG00000004961	Syt5
ENSMUSG00000035476	Tab3
ENSMUSG00000004535	Tax1bp1
ENSMUSG00000037287	Tbcel
ENSMUSG00000051579	Tceal8
ENSMUSG00000032411	Tfdp2
ENSMUSG00000028776	Tinagl1
ENSMUSG00000042066	Tmcc2
ENSMUSG00000070394	Tmem256
ENSMUSG00000041353	Tmem29
ENSMUSG00000028328	Tmod1
ENSMUSG00000001583	Tnk1
ENSMUSG00000032741	Tpcn1
ENSMUSG00000032366	Tpm1
ENSMUSG00000029030	Tprgl
ENSMUSG00000060126	Tpt1
ENSMUSG00000032586	Traip
ENSMUSG00000026028	Trak2
ENSMUSG00000073400	Trim10
ENSMUSG00000037124	Trim58
ENSMUSG00000031431	Tsc22d3
ENSMUSG00000001763	Tspan33
ENSMUSG00000034127	Tspan8
ENSMUSG00000023995	Tspo2
ENSMUSG00000047514	Tspyl1
ENSMUSG00000022151	Ttc33
ENSMUSG00000028555	Ttc39a
ENSMUSG00000054000	Tusc1
ENSMUSG00000075704	Txnrd2
ENSMUSG00000090137	Uba52
ENSMUSG00000036352	Ubac1
ENSMUSG00000019505	Ubb
ENSMUSG00000020390	Ube2b
ENSMUSG00000001403	Ube2c
ENSMUSG00000027011	Ube2e3
ENSMUSG00000034343	Ube2f
ENSMUSG00000039159	Ube2h
ENSMUSG00000027078	Ube2l6
ENSMUSG00000005575	Ube2m
ENSMUSG00000020802	Ube2o
ENSMUSG00000036241	Ube2r2
ENSMUSG00000060860	Ube2s
ENSMUSG00000055720	Ubl7
ENSMUSG00000020634	Ubxn2a
ENSMUSG00000033685	Ucp2
ENSMUSG00000028684	Urod
ENSMUSG00000020124	Usp15
ENSMUSG00000022867	Usp25
ENSMUSG00000000804	Usp32
ENSMUSG00000027860	Vangl1
ENSMUSG00000031197	Vbp1
ENSMUSG00000037788	Vopp1
ENSMUSG00000040557	Wbscr27
ENSMUSG00000038733	Wdr26
ENSMUSG00000039382	Wdr45
ENSMUSG00000041895	Wipi1
ENSMUSG00000015342	Xk
ENSMUSG00000022100	Xpo7
ENSMUSG00000030189	Ybx3
ENSMUSG00000024072	Yipf4
ENSMUSG00000046404	Yod1
ENSMUSG00000042675	Ypel3
ENSMUSG00000034059	Ypel4
ENSMUSG00000039770	Ypel5
ENSMUSG00000047412	Zbtb44
ENSMUSG00000030629	Zfand6
ENSMUSG00000069206	Zfp874a
ENSMUSG00000059839	Zfp874b
ENSMUSG00000030967	Zranb1
ENSMUSG00000063838	1700027J19Rik
ENSMUSG00000030587	2200002D01Rik
ENSMUSG00000086316	2210013O21Rik
ENSMUSG00000043391	2510009E07Rik
ENSMUSG00000028536	2610528J11Rik
ENSMUSG00000025871	4833439L19Rik
ENSMUSG00000079001	4930404H24Rik
ENSMUSG00000059920	4930453N24Rik
ENSMUSG00000056004	9330182L06Rik
ENSMUSG00000044551	9930012K11Rik
ENSMUSG00000029802	Abcg2
ENSMUSG00000026782	Abi2
ENSMUSG00000030083	Abtb1
ENSMUSG00000042647	Acad12
ENSMUSG00000023328	Ache
ENSMUSG00000022840	Adcy5
ENSMUSG00000054452	Aes
ENSMUSG00000033032	Afap1l1
ENSMUSG00000004056	Akt2
ENSMUSG00000029455	Aldh2
ENSMUSG00000000320	Alox12
ENSMUSG00000038354	Ankrd35
ENSMUSG00000024480	Ap3s1
ENSMUSG00000071847	Apcdd1
ENSMUSG00000030051	Aplf
ENSMUSG00000024043	Arhgap28
ENSMUSG00000040345	Arhgap9
ENSMUSG00000032875	Arhgef17
ENSMUSG00000021662	Arhgef28
ENSMUSG00000036093	Arl5a
ENSMUSG00000033460	Armcx1
ENSMUSG00000050394	Armcx6
ENSMUSG00000029621	Arpc1a
ENSMUSG00000026463	Atp2b4
ENSMUSG00000038023	Atp6v0a2
ENSMUSG00000025432	Avil
ENSMUSG00000021504	B4galt7
ENSMUSG00000002083	Bbc3
ENSMUSG00000047617	BC029214
ENSMUSG00000059439	Bcas3
ENSMUSG00000098112	Bin2
ENSMUSG00000027358	Bmp2
ENSMUSG00000071347	C1qtnf9
ENSMUSG00000019370	Calm3
ENSMUSG00000021373	Cap2
ENSMUSG00000079110	Capn3
ENSMUSG00000025983	Ccdc150
ENSMUSG00000025510	Cd151
ENSMUSG00000068686	Cd59b
ENSMUSG00000038147	Cd84
ENSMUSG00000026490	Cdc42bpa
ENSMUSG00000058793	Cds2
ENSMUSG00000023031	Cela1
ENSMUSG00000044948	Cfap43
ENSMUSG00000026031	Cflar
ENSMUSG00000070803	Cited4
ENSMUSG00000030159	Clec1b
ENSMUSG00000046080	Clec9a
ENSMUSG00000063146	Clip2
ENSMUSG00000022037	Clu
ENSMUSG00000001349	Cnn1
ENSMUSG00000004665	Cnn2
ENSMUSG00000064105	Cnnm2
ENSMUSG00000026112	Coa5
ENSMUSG00000037852	Cpe
ENSMUSG00000003345	Csnk1g2
ENSMUSG00000026421	Csrp1
ENSMUSG00000044258	Ctla2a
ENSMUSG00000074874	Ctla2b
ENSMUSG00000038816	Ctnnal1
ENSMUSG00000031078	Cttn
ENSMUSG00000048644	Ctxn1
ENSMUSG00000029371	Cxcl5
ENSMUSG00000051851	Cxx1c
ENSMUSG00000024646	Cyb5a
ENSMUSG00000032323	Cyp11a1
ENSMUSG00000030483	Cyp2b10
ENSMUSG00000033470	Cysltr2
ENSMUSG00000022864	D16Ertd472e
ENSMUSG00000056692	D17Wsu92e
ENSMUSG00000034574	Daam1
ENSMUSG00000039168	Dap
ENSMUSG00000025408	Ddit3
ENSMUSG00000034926	Dhcr24
ENSMUSG00000052572	Dlg2
ENSMUSG00000020886	Dlg4
ENSMUSG00000061689	Dlgap4
ENSMUSG00000033335	Dnm2
ENSMUSG00000017299	Dnttip1
ENSMUSG00000022304	Dpys
ENSMUSG00000018648	Dusp14
ENSMUSG00000026544	Dusp23
ENSMUSG00000030104	Edem1
ENSMUSG00000027293	Ehd4
ENSMUSG00000021696	Elovl7
ENSMUSG00000006235	Epor
ENSMUSG00000020311	Erlec1
ENSMUSG00000001946	Esam
ENSMUSG00000021996	Esd
ENSMUSG00000048376	F2r
ENSMUSG00000021675	F2rl2
ENSMUSG00000021750	Fam107a
ENSMUSG00000050821	Fam131a
ENSMUSG00000078670	Fam174b
ENSMUSG00000003039	Fam32a
ENSMUSG00000058966	Fam57b
ENSMUSG00000074577	Fam65c
ENSMUSG00000032507	Fbxl2
ENSMUSG00000041556	Fbxo2
ENSMUSG00000024965	Fermt3
ENSMUSG00000032643	Fhl3
ENSMUSG00000024816	Frmd8
ENSMUSG00000024661	Fth1
ENSMUSG00000022148	Fyb
ENSMUSG00000073414	G6b
ENSMUSG00000030161	Gabarapl1
ENSMUSG00000034201	Gas2l1
ENSMUSG00000031162	Gata1
ENSMUSG00000007415	Gatad1
ENSMUSG00000046814	Gchfr
ENSMUSG00000022659	Gcsam
ENSMUSG00000039131	Gipc2
ENSMUSG00000058064	Gm10036
ENSMUSG00000075286	Gm1968
ENSMUSG00000058174	Gm5148
ENSMUSG00000062742	Gm5239
ENSMUSG00000000253	Gmpr
ENSMUSG00000032766	Gng11
ENSMUSG00000035521	Gnptg
ENSMUSG00000050675	Gp1ba
ENSMUSG00000050761	Gp1bb
ENSMUSG00000047953	Gp5
ENSMUSG00000078810	Gp6
ENSMUSG00000030054	Gp9
ENSMUSG00000022579	Gpihbp1
ENSMUSG00000034786	Gpsm3
ENSMUSG00000075706	Gpx4
ENSMUSG00000003378	Grik5
ENSMUSG00000022564	Grina
ENSMUSG00000038515	Grtp1
ENSMUSG00000026879	Gsn
ENSMUSG00000057933	Gsta2
ENSMUSG00000033910	Gucy1a3
ENSMUSG00000028497	Hacd4
ENSMUSG00000064109	Hcst
ENSMUSG00000043372	Hexim2
ENSMUSG00000036181	Hist1h1c
ENSMUSG00000018102	Hist1h2bc
ENSMUSG00000047246	Hist1h2be
ENSMUSG00000069268	Hist1h2bf
ENSMUSG00000064168	Hist1h2bh
ENSMUSG00000099583	Hist1h3d
ENSMUSG00000060981	Hist1h4h
ENSMUSG00000060639	Hist1h4i
ENSMUSG00000063954	Hist2h2aa2
ENSMUSG00000078851	Hist3h2a
ENSMUSG00000037012	Hk1
ENSMUSG00000003573	Homer3
ENSMUSG00000020419	Hormad2
ENSMUSG00000035273	Hpse
ENSMUSG00000031839	Hsbp1
ENSMUSG00000030825	Hsd17b14
ENSMUSG00000025757	Hspa4l
ENSMUSG00000074342	I830077J02Rik
ENSMUSG00000050002	Idnk
ENSMUSG00000001627	Ifrd1
ENSMUSG00000031712	Il15
ENSMUSG00000030890	Ilk
ENSMUSG00000037679	Inf2
ENSMUSG00000063049	Ing2
ENSMUSG00000042590	Ipo11
ENSMUSG00000035692	Isg15
ENSMUSG00000042284	Itga1
ENSMUSG00000034664	Itga2b
ENSMUSG00000020689	Itgb3
ENSMUSG00000020758	Itgb4
ENSMUSG00000022817	Itgb5
ENSMUSG00000059852	Kcng2
ENSMUSG00000036225	Kctd1
ENSMUSG00000052040	Klf13
ENSMUSG00000064023	Klk8
ENSMUSG00000060594	Layn
ENSMUSG00000004880	Lbr
ENSMUSG00000031513	Leprotl1
ENSMUSG00000042363	Lgalsl
ENSMUSG00000048332	Lhfp
ENSMUSG00000022500	Litaf
ENSMUSG00000000693	Loxl3
ENSMUSG00000041679	Lrrc29
ENSMUSG00000090958	Lrrc32
ENSMUSG00000020922	Lsm12
ENSMUSG00000079018	Ly6c1
ENSMUSG00000092586	Ly6g6c
ENSMUSG00000073413	Ly6g6d
ENSMUSG00000034923	Ly6g6f
ENSMUSG00000025268	Maged2
ENSMUSG00000027254	Map1a
ENSMUSG00000018932	Map2k3
ENSMUSG00000063065	Mapk3
ENSMUSG00000042688	Mapk6
ENSMUSG00000003810	Mast2
ENSMUSG00000024513	Mbd2
ENSMUSG00000031442	Mcf2l
ENSMUSG00000043557	Mdga1
ENSMUSG00000037336	Mfsd2b
ENSMUSG00000033174	Mgll
ENSMUSG00000020111	Micu1
ENSMUSG00000035299	Mid1
ENSMUSG00000025147	Mob2
ENSMUSG00000003348	Mob3a
ENSMUSG00000006389	Mpl
ENSMUSG00000032470	Mras
ENSMUSG00000005611	Mrvi1
ENSMUSG00000030269	Mtmr14
ENSMUSG00000022824	Muc13
ENSMUSG00000042485	Mustn1
ENSMUSG00000038740	Mvb12b
ENSMUSG00000046916	Myct1
ENSMUSG00000090841	Myl6
ENSMUSG00000067818	Myl9
ENSMUSG00000030672	Mylpf
ENSMUSG00000024049	Myom1
ENSMUSG00000027799	Nbea
ENSMUSG00000066877	Nck2
ENSMUSG00000005125	Ndrg1
ENSMUSG00000006435	Neurl1a
ENSMUSG00000058794	Nfe2
ENSMUSG00000046432	Ngfrap1
ENSMUSG00000038745	Nlrp6
ENSMUSG00000032109	Nlrx1
ENSMUSG00000061411	Nol4l
ENSMUSG00000030835	Nomo1
ENSMUSG00000026923	Notch1
ENSMUSG00000053310	Nrgn
ENSMUSG00000022681	Ntan1
ENSMUSG00000024213	Nudt3
ENSMUSG00000020029	Nudt4
ENSMUSG00000040652	Oaz2
ENSMUSG00000029153	Ociad2
ENSMUSG00000011179	Odc1
ENSMUSG00000026158	Ogfrl1
ENSMUSG00000032346	Ooep
ENSMUSG00000031214	Ophn1
ENSMUSG00000074063	Osgin1
ENSMUSG00000020787	P2rx1
ENSMUSG00000027765	P2ry1
ENSMUSG00000016664	Pacsin2
ENSMUSG00000037366	Pafah2
ENSMUSG00000031934	Panx1
ENSMUSG00000022438	Parvb
ENSMUSG00000019795	Pcmt1
ENSMUSG00000038370	Pcp4l1
ENSMUSG00000035246	Pcyt1b
ENSMUSG00000022489	Pde1b
ENSMUSG00000041741	Pde3a
ENSMUSG00000053965	Pde5a
ENSMUSG00000064330	Pde6h
ENSMUSG00000025856	Pdgfa
ENSMUSG00000055044	Pdlim1
ENSMUSG00000021493	Pdlim7
ENSMUSG00000028716	Pdzk1ip1
ENSMUSG00000029373	Pf4
ENSMUSG00000001289	Pfdn5
ENSMUSG00000041801	Phlda3
ENSMUSG00000022683	Pla2g10
ENSMUSG00000027999	Pla2g12a
ENSMUSG00000020120	Plek
ENSMUSG00000015745	Plekho1
ENSMUSG00000034845	Plvap
ENSMUSG00000029765	Plxna4
ENSMUSG00000025509	Pnpla2
ENSMUSG00000029372	Ppbp
ENSMUSG00000026035	Ppil3
ENSMUSG00000047714	Ppp1r2
ENSMUSG00000038976	Ppp1r9b
ENSMUSG00000026701	Prdx6
ENSMUSG00000029513	Prkab1
ENSMUSG00000079037	Prnp
ENSMUSG00000045319	Proser2
ENSMUSG00000034686	Prr7
ENSMUSG00000043733	Ptpn11
ENSMUSG00000038764	Ptpn3
ENSMUSG00000026204	Ptprn
ENSMUSG00000004044	Ptrf
ENSMUSG00000009291	Pttg1ip
ENSMUSG00000064030	Pym1
ENSMUSG00000033684	Qsox1
ENSMUSG00000035781	R3hdm4
ENSMUSG00000027935	Rab13
ENSMUSG00000027519	Rab22a
ENSMUSG00000030704	Rab6a
ENSMUSG00000001847	Rac1
ENSMUSG00000043518	Rai2
ENSMUSG00000052681	Rap1b
ENSMUSG00000049907	Rasl11b
ENSMUSG00000032387	Rbpms2
ENSMUSG00000038555	Reep2
ENSMUSG00000002983	Relb
ENSMUSG00000030844	Rgs10
ENSMUSG00000029101	Rgs12
ENSMUSG00000025485	Ric8a
ENSMUSG00000022323	Rida
ENSMUSG00000028057	Rit1
ENSMUSG00000066800	Rnasel
ENSMUSG00000014470	Rnf166
ENSMUSG00000028793	Rnf19b
ENSMUSG00000022540	Rogdi
ENSMUSG00000030401	Rtn2
ENSMUSG00000024758	Rtn3
ENSMUSG00000019864	Rtn4ip1
ENSMUSG00000044080	S100a1
ENSMUSG00000047181	Samd14
ENSMUSG00000020519	Sap30l
ENSMUSG00000031532	Saraf
ENSMUSG00000027456	Sdcbp2
ENSMUSG00000026581	Sell
ENSMUSG00000049091	Sephs2
ENSMUSG00000074884	Serf2
ENSMUSG00000060147	Serpinb6a
ENSMUSG00000026249	Serpine2
ENSMUSG00000004631	Sgce
ENSMUSG00000028843	Sh3bgrl3
ENSMUSG00000059182	Skap2
ENSMUSG00000025094	Slc18a2
ENSMUSG00000027397	Slc20a1
ENSMUSG00000038267	Slc22a23
ENSMUSG00000023828	Slc22a3
ENSMUSG00000063873	Slc24a3
ENSMUSG00000035183	Slc24a5
ENSMUSG00000032519	Slc25a38
ENSMUSG00000003153	Slc2a3
ENSMUSG00000063354	Slc39a4
ENSMUSG00000028412	Slc44a1
ENSMUSG00000020838	Slc6a4
ENSMUSG00000078350	Smim1
ENSMUSG00000038059	Smim3
ENSMUSG00000071724	Smpd5
ENSMUSG00000020439	Smtn
ENSMUSG00000027077	Smtnl1
ENSMUSG00000027227	Sord
ENSMUSG00000001948	Spa17
ENSMUSG00000037211	Spry1
ENSMUSG00000022114	Spry2
ENSMUSG00000027646	Src
ENSMUSG00000032802	Srxn1
ENSMUSG00000036825	Ssx2ip
ENSMUSG00000022329	Stk3
ENSMUSG00000026880	Stom
ENSMUSG00000020961	Ston2
ENSMUSG00000006342	Susd2
ENSMUSG00000068923	Syt11
ENSMUSG00000027220	Syt13
ENSMUSG00000025503	Taldo1
ENSMUSG00000035517	Tdrd7
ENSMUSG00000029359	Tesc
ENSMUSG00000002603	Tgfb1
ENSMUSG00000030782	Tgfb1i1
ENSMUSG00000024812	Tjp2
ENSMUSG00000028465	Tln1
ENSMUSG00000057137	Tmem140
ENSMUSG00000025933	Tmem14a
ENSMUSG00000054871	Tmem158
ENSMUSG00000039611	Tmem246
ENSMUSG00000059900	Tmem40
ENSMUSG00000045282	Tmem86b
ENSMUSG00000049775	Tmsb4x
ENSMUSG00000041954	Tnfrsf18
ENSMUSG00000029075	Tnfrsf4
ENSMUSG00000025139	Tollip
ENSMUSG00000020541	Tom1l1
ENSMUSG00000028464	Tpm2
ENSMUSG00000031799	Tpm4
ENSMUSG00000079317	Trappc2
ENSMUSG00000047921	Trappc9
ENSMUSG00000023993	Treml1
ENSMUSG00000071068	Treml2
ENSMUSG00000057143	Trim12c
ENSMUSG00000023348	Trip6
ENSMUSG00000032839	Trpc1
ENSMUSG00000031997	Trpc6
ENSMUSG00000030352	Tspan9
ENSMUSG00000036613	Tssc1
ENSMUSG00000022442	Ttll1
ENSMUSG00000026885	Ttll11
ENSMUSG00000036745	Ttll7
ENSMUSG00000026202	Tuba4a
ENSMUSG00000030137	Tuba8
ENSMUSG00000058672	Tubb2a
ENSMUSG00000022451	Twf1
ENSMUSG00000032596	Uba7
ENSMUSG00000050628	Ubald2
ENSMUSG00000028437	Ubap1
ENSMUSG00000032020	Ubash3b
ENSMUSG00000078578	Ube2d3
ENSMUSG00000019578	Ubxn6
ENSMUSG00000051502	Ufsp1
ENSMUSG00000057948	Unc13d
ENSMUSG00000058239	Usf2
ENSMUSG00000021823	Vcl
ENSMUSG00000001930	Vwf
ENSMUSG00000030035	Wbp1
ENSMUSG00000034341	Wbp2
ENSMUSG00000035067	Xkr6
ENSMUSG00000022634	Yaf2
ENSMUSG00000018965	Ywhah
ENSMUSG00000044477	Zfand3
ENSMUSG00000042213	Zfand4
ENSMUSG00000049295	Zfp219
ENSMUSG00000024420	Zfp521
ENSMUSG00000036086	Zranb3
ENSMUSG00000019923	Zwint
ENSMUSG00000029860	Zyx
ENSMUSG00000037971	1110032A03Rik
ENSMUSG00000051339	2900026A02Rik
ENSMUSG00000050345	4930486L24Rik
ENSMUSG00000090336	4932443I19Rik
ENSMUSG00000035722	Abca7
ENSMUSG00000040584	Abcb1a
ENSMUSG00000038007	Acer2
ENSMUSG00000015143	Actn1
ENSMUSG00000022994	Adcy6
ENSMUSG00000029106	Add1
ENSMUSG00000031785	Adgrg1
ENSMUSG00000045730	Adrb2
ENSMUSG00000012123	Aim1l
ENSMUSG00000019699	Akt3
ENSMUSG00000022309	Angpt1
ENSMUSG00000014496	Ankrd28
ENSMUSG00000037032	Apbb1
ENSMUSG00000037148	Arhgap10
ENSMUSG00000039031	Arhgap18
ENSMUSG00000031355	Arhgap6
ENSMUSG00000018909	Arrb1
ENSMUSG00000022377	Asap1
ENSMUSG00000020788	Atp2a3
ENSMUSG00000021983	Atp8a2
ENSMUSG00000020564	Atxn7l1
ENSMUSG00000078349	AW011738
ENSMUSG00000046096	BC030336
ENSMUSG00000009681	Bcr
ENSMUSG00000031872	Bean1
ENSMUSG00000037933	Bicd2
ENSMUSG00000036377	C530008M17Rik
ENSMUSG00000024112	Cacna1h
ENSMUSG00000029761	Cald1
ENSMUSG00000108929	Cc2d2b
ENSMUSG00000037979	Ccdc92
ENSMUSG00000086564	Cd101
ENSMUSG00000034028	Cd226
ENSMUSG00000030342	Cd9
ENSMUSG00000012819	Cdh23
ENSMUSG00000040729	Cep126
ENSMUSG00000004319	Clcn3
ENSMUSG00000037242	Clic4
ENSMUSG00000038949	Cnst
ENSMUSG00000034796	Cpne7
ENSMUSG00000036356	Csgalnact1
ENSMUSG00000022433	Csnk1e
ENSMUSG00000052928	Ctif
ENSMUSG00000018378	Cuedc1
ENSMUSG00000092130	D030025P21Rik
ENSMUSG00000020182	Ddc
ENSMUSG00000054499	Dedd2
ENSMUSG00000007379	Dennd2c
ENSMUSG00000022861	Dgkg
ENSMUSG00000033987	Dnah17
ENSMUSG00000028035	Dnajb4
ENSMUSG00000029005	Draxin
ENSMUSG00000019960	Dusp6
ENSMUSG00000000579	Dynlt1c
ENSMUSG00000042156	Dzip1
ENSMUSG00000097327	E030030I06Rik
ENSMUSG00000041220	Elovl6
ENSMUSG00000026579	F5
ENSMUSG00000024665	Fads2
ENSMUSG00000020846	Fam101b
ENSMUSG00000049119	Fam110b
ENSMUSG00000026483	Fam129a
ENSMUSG00000036501	Fam13b
ENSMUSG00000023092	Fhl1
ENSMUSG00000028088	Fmo5
ENSMUSG00000032750	Gab3
ENSMUSG00000070880	Gad1
ENSMUSG00000090665	Gad1-ps
ENSMUSG00000015053	Gata2
ENSMUSG00000029298	Gbp9
ENSMUSG00000038843	Gcnt1
ENSMUSG00000051335	Gfod1
ENSMUSG00000040009	Gnaz
ENSMUSG00000031342	Gpm6b
ENSMUSG00000050075	Gpr171
ENSMUSG00000036292	Gramd1c
ENSMUSG00000042351	Grap2
ENSMUSG00000028005	Gucy1b3
ENSMUSG00000067235	H2-Q10
ENSMUSG00000053835	H2-T24
ENSMUSG00000008855	Hdac5
ENSMUSG00000094248	Hist1h2ao
ENSMUSG00000069306	Hist1h4m
ENSMUSG00000091405	Hist2h4
ENSMUSG00000045932	Ifit2
ENSMUSG00000015533	Itga2
ENSMUSG00000027111	Itga6
ENSMUSG00000038855	Itpkb
ENSMUSG00000030287	Itpr2
ENSMUSG00000028530	Jak1
ENSMUSG00000024789	Jak2
ENSMUSG00000067149	Jchain
ENSMUSG00000061751	Kalrn
ENSMUSG00000021693	Kif2a
ENSMUSG00000020668	Kif3c
ENSMUSG00000047344	Lancl3
ENSMUSG00000037295	Ldlrap1
ENSMUSG00000032334	Loxl1
ENSMUSG00000024052	Lpin2
ENSMUSG00000036295	Lrrn3
ENSMUSG00000061143	Maml3
ENSMUSG00000059436	Max
ENSMUSG00000027763	Mbnl1
ENSMUSG00000041607	Mbp
ENSMUSG00000021596	Mctp1
ENSMUSG00000051855	Mest
ENSMUSG00000031647	Mfap3l
ENSMUSG00000041439	Mfsd6
ENSMUSG00000020827	Mink1
ENSMUSG00000028496	Mllt3
ENSMUSG00000003948	Mmd
ENSMUSG00000054641	Mmrn1
ENSMUSG00000021112	Mpp5
ENSMUSG00000069769	Msi2
ENSMUSG00000033763	Mtss1l
ENSMUSG00000022443	Myh9
ENSMUSG00000022836	Mylk
ENSMUSG00000027002	Nckap1
ENSMUSG00000028803	Nipal3
ENSMUSG00000017376	Nlk
ENSMUSG00000032336	Nptn
ENSMUSG00000051228	Nyx
ENSMUSG00000038150	Ormdl3
ENSMUSG00000038495	Otud7b
ENSMUSG00000036353	P2ry12
ENSMUSG00000052062	Pard3b
ENSMUSG00000021725	Parp8
ENSMUSG00000034673	Pbx2
ENSMUSG00000042613	Pbxip1
ENSMUSG00000020717	Pecam1
ENSMUSG00000092035	Peg10
ENSMUSG00000030729	Pgm2l1
ENSMUSG00000024851	Pitpnm1
ENSMUSG00000031425	Plp1
ENSMUSG00000049493	Pls1
ENSMUSG00000036833	Pnpla7
ENSMUSG00000036257	Pnpla8
ENSMUSG00000024538	Ppic
ENSMUSG00000021285	Ppp1r13b
ENSMUSG00000052296	Ppp6r1
ENSMUSG00000028518	Prkaa2
ENSMUSG00000038205	Prkab2
ENSMUSG00000002997	Prkar2b
ENSMUSG00000059456	Ptk2b
ENSMUSG00000028771	Ptpn12
ENSMUSG00000073491	Pydc4
ENSMUSG00000017639	Rab11fip4
ENSMUSG00000024511	Rab27b
ENSMUSG00000020175	Rab36
ENSMUSG00000019478	Rab4a
ENSMUSG00000034353	Ramp1
ENSMUSG00000032946	Rasgrp2
ENSMUSG00000027510	Rbm38
ENSMUSG00000028476	Reck
ENSMUSG00000026357	Rgs18
ENSMUSG00000026360	Rgs2
ENSMUSG00000046768	Rhoj
ENSMUSG00000038068	Rnf144b
ENSMUSG00000047098	Rnf31
ENSMUSG00000022952	Runx1
ENSMUSG00000039153	Runx2
ENSMUSG00000045954	Sdpr
ENSMUSG00000027200	Sema6d
ENSMUSG00000030683	Sez6l2
ENSMUSG00000042594	Sh2b3
ENSMUSG00000032261	Sh3bgrl2
ENSMUSG00000068270	Shroom4
ENSMUSG00000025486	Sirt3
ENSMUSG00000015316	Slamf1
ENSMUSG00000024552	Slc14a2
ENSMUSG00000009378	Slc16a12
ENSMUSG00000027287	Snap23
ENSMUSG00000049313	Sorl1
ENSMUSG00000026222	Sp100
ENSMUSG00000022747	St3gal6
ENSMUSG00000031574	Star
ENSMUSG00000039232	Stx11
ENSMUSG00000096054	Syne1
ENSMUSG00000031255	Sytl4
ENSMUSG00000028717	Tal1
ENSMUSG00000041997	Tlk1
ENSMUSG00000019734	Tmc4
ENSMUSG00000027692	Tnik
ENSMUSG00000021071	Trim9
ENSMUSG00000055963	Triqk
ENSMUSG00000018199	Trove2
ENSMUSG00000044328	Trp53i13
ENSMUSG00000022010	Tsc22d1
ENSMUSG00000027217	Tspan18
ENSMUSG00000027858	Tspan2
ENSMUSG00000039021	Ttc16
ENSMUSG00000030276	Ttll3
ENSMUSG00000036565	Ttyh3
ENSMUSG00000016255	Tubb1
ENSMUSG00000029512	Ulk1
ENSMUSG00000066278	Vps37b
ENSMUSG00000031166	Wdr13
ENSMUSG00000044177	Wfikkn2
ENSMUSG00000035112	Wnk4
ENSMUSG00000031362	Xlr4c
ENSMUSG00000053110	Yap1
ENSMUSG00000035248	Zcchc6
ENSMUSG00000057101	Zfp180
ENSMUSG00000079215	Zfp664
ENSMUSG00000022201	Zfr
ENSMUSG00000046999	1110032F04Rik
ENSMUSG00000000686	Abhd15
ENSMUSG00000027605	Acss2
ENSMUSG00000029094	Afap1
ENSMUSG00000044037	Als2cl
ENSMUSG00000070385	Ampd1
ENSMUSG00000078651	Aoc2
ENSMUSG00000037509	Arhgef4
ENSMUSG00000000142	Axin2
ENSMUSG00000035919	Bbs9
ENSMUSG00000048251	Bcl11b
ENSMUSG00000022508	Bcl6
ENSMUSG00000072964	Bhlhb9
ENSMUSG00000020042	Btbd11
ENSMUSG00000030319	Cand2
ENSMUSG00000075289	Carns1
ENSMUSG00000029385	Ccng2
ENSMUSG00000029068	Ccnl2
ENSMUSG00000037944	Ccr7
ENSMUSG00000022661	Cd200
ENSMUSG00000026012	Cd28
ENSMUSG00000020015	Cdk17
ENSMUSG00000048895	Cdk5r1
ENSMUSG00000003031	Cdkn1b
ENSMUSG00000022604	Cep97
ENSMUSG00000045193	Cirbp
ENSMUSG00000040663	Clcf1
ENSMUSG00000062585	Cnr2
ENSMUSG00000024330	Col11a2
ENSMUSG00000061414	Cracr2a
ENSMUSG00000017561	Crlf3
ENSMUSG00000078429	Ctdsp2
ENSMUSG00000061740	Cyp2d22
