Gene,Gene name,Module,Type,
ENSMUSG00000030878,Cdr2,L31,TYPE_I,TYPE_II
ENSMUSG00000048794,Cfap100,L31,,
ENSMUSG00000028294,Cfap206,L31,,
ENSMUSG00000036962,Cfap221,L31,,
ENSMUSG00000071550,Cfap44,L31,,
ENSMUSG00000020014,Cfap54,L31,,
ENSMUSG00000046585,Cfap58,L31,,
ENSMUSG00000094282,Cfap73,L31,,
ENSMUSG00000041301,Cftr,L31,,
ENSMUSG00000022949,Clic6,L31,,
ENSMUSG00000025658,Cnksr2,L31,,
ENSMUSG00000025196,Cpn1,L31,,
ENSMUSG00000025776,Crispld1,L31,,
ENSMUSG00000048644,Ctxn1,L31,TYPE_I,
ENSMUSG00000024646,Cyb5a,L31,TYPE_I,
ENSMUSG00000097075,D830044I16Rik,L31,,
ENSMUSG00000047642,D930020B18Rik,L31,,
ENSMUSG00000032380,Dapk2,L31,,
ENSMUSG00000078552,Dcdc2b,L31,,
ENSMUSG00000034785,Dio1,L31,,
ENSMUSG00000048264,Dip2c,L31,,
ENSMUSG00000047842,Diras2,L31,,
ENSMUSG00000032064,Dixdc1,L31,TYPE_I,
ENSMUSG00000019027,Dnah1,L31,TYPE_I,
ENSMUSG00000038011,Dnah10,L31,,
ENSMUSG00000018581,Dnah11,L31,,TYPE_II
ENSMUSG00000005237,Dnah2,L31,,TYPE_II
ENSMUSG00000052273,Dnah3,L31,,
ENSMUSG00000022262,Dnah5,L31,,
ENSMUSG00000096141,Dnah7a,L31,,
ENSMUSG00000041144,Dnah7b,L31,,
ENSMUSG00000101337,Dnah7c,L31,,
ENSMUSG00000056752,Dnah9,L31,,
ENSMUSG00000020057,Dram1,L31,TYPE_I,TYPE_II
ENSMUSG00000031786,Drc7,L31,TYPE_I,TYPE_II
ENSMUSG00000021790,Dydc1,L31,,
ENSMUSG00000047193,Dync2h1,L31,TYPE_I,
ENSMUSG00000037172,E330009J07Rik,L31,TYPE_I,
ENSMUSG00000020562,Efcab10,L31,,
ENSMUSG00000022441,Efcab6,L31,,
ENSMUSG00000041986,Elmod1,L31,,
ENSMUSG00000022995,Enah,L31,TYPE_I,
ENSMUSG00000048029,Eno4,L31,,
ENSMUSG00000044726,Erich5,L31,,
ENSMUSG00000050821,Fam131a,L31,TYPE_I,TYPE_II
ENSMUSG00000042788,Fam166b,L31,,
ENSMUSG00000042564,Fam227a,L31,,
ENSMUSG00000057068,Fam47e,L31,TYPE_I,
ENSMUSG00000032224,Fam81a,L31,,
ENSMUSG00000053111,Fank1,L31,,
ENSMUSG00000073633,Fbxo36,L31,TYPE_I,
ENSMUSG00000013338,Fer1l4,L31,,
ENSMUSG00000032118,Fez1,L31,TYPE_I,
ENSMUSG00000030849,Fgfr2,L31,,TYPE_II
ENSMUSG00000051435,Fhad1,L31,,TYPE_II
ENSMUSG00000026691,Fmo3,L31,TYPE_I,
ENSMUSG00000035451,Foxa1,L31,TYPE_I,
ENSMUSG00000054752,Fsd1l,L31,TYPE_I,
ENSMUSG00000009633,G0s2,L31,,
ENSMUSG00000020686,Gas2l2,L31,,
ENSMUSG00000041798,Gck,L31,,
ENSMUSG00000025089,Gfra1,L31,TYPE_I,TYPE_II
ENSMUSG00000079323,Gm20661,L31,TYPE_I,TYPE_II
ENSMUSG00000084902,Gm281,L31,,
ENSMUSG00000108841,Gm626,L31,,
ENSMUSG00000079559,Gm684,L31,,
ENSMUSG00000073077,Gm7173,L31,,
ENSMUSG00000024697,Gna14,L31,TYPE_I,
ENSMUSG00000022286,Grhl2,L31,,
ENSMUSG00000027610,Gss,L31,,
ENSMUSG00000032348,Gsta4,L31,TYPE_I,
ENSMUSG00000029864,Gstk1,L31,TYPE_I,
ENSMUSG00000059005,Hnrnpa3,L31,,
ENSMUSG00000059854,Hydin,L31,,
ENSMUSG00000062995,Ica1,L31,TYPE_I,TYPE_II
ENSMUSG00000007867,Ift43,L31,,
ENSMUSG00000006529,Itih1,L31,,
ENSMUSG00000050138,Kcnk12,L31,,
ENSMUSG00000010021,Kif19a,L31,,TYPE_II
ENSMUSG00000022629,Kif21a,L31,,
ENSMUSG00000060176,Kif27,L31,,
ENSMUSG00000003032,Klf4,L31,TYPE_I,TYPE_II
ENSMUSG00000078234,Klhdc7a,L31,,
ENSMUSG00000066129,Kndc1,L31,,
ENSMUSG00000039648,Kyat1,L31,TYPE_I,
ENSMUSG00000045275,Lca5l,L31,,
ENSMUSG00000030246,Ldhb,L31,TYPE_I,TYPE_II
ENSMUSG00000044626,Liph,L31,,
ENSMUSG00000010721,Lmbr1,L31,TYPE_I,
ENSMUSG00000029228,Lnx1,L31,TYPE_I,
ENSMUSG00000036832,Lpar3,L31,,
ENSMUSG00000090291,Lrrc10b,L31,,
ENSMUSG00000054320,Lrrc36,L31,,
ENSMUSG00000038637,Lrrc56,L31,TYPE_I,
ENSMUSG00000023084,Lrrc71,L31,TYPE_I,
ENSMUSG00000050447,Lypd6,L31,,
ENSMUSG00000036278,Macrod1,L31,TYPE_I,
ENSMUSG00000021363,Mak,L31,,
ENSMUSG00000051590,Map3k19,L31,,
ENSMUSG00000009376,Met,L31,TYPE_I,TYPE_II
ENSMUSG00000059149,Mfsd4a,L31,TYPE_I,
ENSMUSG00000038522,Mfsd4b1,L31,,
ENSMUSG00000008540,Mgst1,L31,TYPE_I,TYPE_II
ENSMUSG00000073910,Mob3b,L31,,TYPE_II
ENSMUSG00000056458,Mok,L31,,
ENSMUSG00000029049,Morn1,L31,,
ENSMUSG00000032591,Mst1,L31,,
ENSMUSG00000064341,mt-Nd1,L31,,
ENSMUSG00000066952,Myo1h,L31,TYPE_I,
ENSMUSG00000102758,Naaladl2,L31,,
ENSMUSG00000042567,Nek10,L31,,
ENSMUSG00000037738,Nek5,L31,,
ENSMUSG00000026259,Ngef,L31,,
ENSMUSG00000090113,Nhlrc4,L31,,
ENSMUSG00000037362,Nov,L31,,
ENSMUSG00000022809,Nr1i2,L31,,
ENSMUSG00000047394,Odf3b,L31,TYPE_I,
ENSMUSG00000045591,Olig3,L31,,
ENSMUSG00000037196,Pacrg,L31,,TYPE_II
ENSMUSG00000052534,Pbx1,L31,TYPE_I,
ENSMUSG00000020098,Pcbd1,L31,,
ENSMUSG00000038370,Pcp4l1,L31,,TYPE_II
ENSMUSG00000035246,Pcyt1b,L31,TYPE_I,TYPE_II
ENSMUSG00000028716,Pdzk1ip1,L31,TYPE_I,
ENSMUSG00000027805,Pfn2,L31,TYPE_I,TYPE_II
ENSMUSG00000035486,Plk5,L31,,
ENSMUSG00000054383,Pnma1,L31,,
ENSMUSG00000029167,Ppargc1a,L31,TYPE_I,
ENSMUSG00000078451,Ppil6,L31,,
ENSMUSG00000035179,Ppp1r32,L31,TYPE_I,
ENSMUSG00000073600,Prob1,L31,,
ENSMUSG00000029086,Prom1,L31,,
ENSMUSG00000022621,Rabl2,L31,,
ENSMUSG00000043003,Rasef,L31,,
ENSMUSG00000024990,Rbp4,L31,,TYPE_II
ENSMUSG00000035504,Reep6,L31,TYPE_I,
ENSMUSG00000021589,Rhobtb3,L31,TYPE_I,
ENSMUSG00000028139,Riiad1,L31,,
ENSMUSG00000009070,Rsph14,L31,,
ENSMUSG00000044080,S100a1,L31,TYPE_I,
ENSMUSG00000024653,Scgb1a1,L31,TYPE_I,
ENSMUSG00000064057,Scgb3a1,L31,TYPE_I,
ENSMUSG00000038791,Scgb3a2,L31,TYPE_I,
ENSMUSG00000021789,Sftpa1,L31,,
ENSMUSG00000037541,Shank2,L31,,
ENSMUSG00000034460,Six4,L31,,
ENSMUSG00000040938,Slc16a11,L31,TYPE_I,
ENSMUSG00000009378,Slc16a12,L31,,
ENSMUSG00000027340,Slc23a2,L31,TYPE_I,TYPE_II
ENSMUSG00000063873,Slc24a3,L31,TYPE_I,TYPE_II
ENSMUSG00000061171,Slc38a11,L31,,
ENSMUSG00000007034,Slc44a4,L31,,
ENSMUSG00000029650,Slc46a3,L31,TYPE_I,TYPE_II
ENSMUSG00000020062,Slc5a8,L31,,
ENSMUSG00000048442,Smim5,L31,,
ENSMUSG00000044349,Snhg11,L31,,
ENSMUSG00000027227,Sord,L31,TYPE_I,TYPE_II
ENSMUSG00000066196,Spag8,L31,,
ENSMUSG00000029155,Spata18,L31,,
ENSMUSG00000027329,Spef1,L31,,
ENSMUSG00000074227,Spint2,L31,,
ENSMUSG00000028801,Stpg1,L31,,
ENSMUSG00000029273,Sult1d1,L31,,
ENSMUSG00000006342,Susd2,L31,,
ENSMUSG00000020096,Tbata,L31,,
ENSMUSG00000062859,Tcp11,L31,,
ENSMUSG00000023949,Tcte1,L31,,
ENSMUSG00000047671,Tctex1d4,L31,,
ENSMUSG00000020799,Tekt1,L31,,
ENSMUSG00000028845,Tekt2,L31,,
ENSMUSG00000029660,Tex26,L31,,
ENSMUSG00000054474,Thnsl2,L31,,
ENSMUSG00000030317,Timp4,L31,TYPE_I,
ENSMUSG00000027800,Tm4sf1,L31,TYPE_I,
ENSMUSG00000043164,Tmem212,L31,,
ENSMUSG00000026725,Tnn,L31,,
ENSMUSG00000020541,Tom1l1,L31,,
ENSMUSG00000029026,Trp73,L31,,
ENSMUSG00000032514,Ttc21a,L31,,
ENSMUSG00000046637,Ttc34,L31,,
ENSMUSG00000046782,Ttc6,L31,TYPE_I,
ENSMUSG00000045467,Ttll13,L31,,
ENSMUSG00000038756,Ttll6,L31,,
ENSMUSG00000027298,Tyro3,L31,,
ENSMUSG00000040936,Ulk4,L31,,
ENSMUSG00000021198,Unc79,L31,,
ENSMUSG00000000903,Vpreb3,L31,TYPE_I,
ENSMUSG00000030889,Vwa3a,L31,,
ENSMUSG00000050122,Vwa3b,L31,TYPE_I,
ENSMUSG00000046991,Wdr27,L31,,
ENSMUSG00000029442,Wdr66,L31,,
ENSMUSG00000017723,Wfdc2,L31,TYPE_I,
ENSMUSG00000066571,4931406P16Rik,L32,TYPE_I,
ENSMUSG00000056004,9330182L06Rik,L32,,
ENSMUSG00000033960,9430020K01Rik,L32,TYPE_I,TYPE_II
ENSMUSG00000089809,A930011G23Rik,L32,,
ENSMUSG00000018800,Abca5,L32,TYPE_I,
ENSMUSG00000044749,Abca6,L32,TYPE_I,TYPE_II
ENSMUSG00000000530,Acvrl1,L32,,TYPE_II
ENSMUSG00000029090,Adgra3,L32,TYPE_I,
ENSMUSG00000039167,Adgrl4,L32,TYPE_I,
ENSMUSG00000021238,Aldh6a1,L32,TYPE_I,
ENSMUSG00000044037,Als2cl,L32,,
ENSMUSG00000050947,Amigo1,L32,,
ENSMUSG00000048218,Amigo2,L32,TYPE_I,TYPE_II
ENSMUSG00000024219,Anks1,L32,TYPE_I,
ENSMUSG00000063558,Aox1,L32,TYPE_I,TYPE_II
ENSMUSG00000032375,Aph1b,L32,TYPE_I,TYPE_II
ENSMUSG00000024451,Arap3,L32,TYPE_I,TYPE_II
ENSMUSG00000036591,Arhgap21,L32,TYPE_I,
ENSMUSG00000036885,Arhgef26,L32,TYPE_I,
ENSMUSG00000021662,Arhgef28,L32,,
ENSMUSG00000021895,Arhgef3,L32,TYPE_I,TYPE_II
ENSMUSG00000037621,Atoh8,L32,,
ENSMUSG00000006567,Atp7b,L32,TYPE_I,
ENSMUSG00000021796,Bmpr1a,L32,,
ENSMUSG00000028532,Cachd1,L32,TYPE_I,
ENSMUSG00000041460,Cacna2d4,L32,,
ENSMUSG00000057897,Camk2b,L32,,TYPE_II
ENSMUSG00000033170,Card10,L32,TYPE_I,
ENSMUSG00000024039,Cbs,L32,,
ENSMUSG00000027474,Ccm2l,L32,,
ENSMUSG00000029385,Ccng2,L32,TYPE_I,TYPE_II
ENSMUSG00000057074,Ces1g,L32,TYPE_I,
ENSMUSG00000023959,Clic5,L32,TYPE_I,TYPE_II
ENSMUSG00000001138,Cnnm3,L32,,TYPE_II
ENSMUSG00000020173,Cobl,L32,TYPE_I,
ENSMUSG00000034903,Cobll1,L32,,
ENSMUSG00000041729,Coro2b,L32,TYPE_I,
ENSMUSG00000024008,Cpne5,L32,TYPE_I,
ENSMUSG00000032652,Crebl2,L32,TYPE_I,TYPE_II
ENSMUSG00000038816,Ctnnal1,L32,TYPE_I,
ENSMUSG00000031778,Cx3cl1,L32,,TYPE_II
ENSMUSG00000029727,Cyp3a13,L32,,
ENSMUSG00000028713,Cyp4b1,L32,TYPE_I,
ENSMUSG00000018001,Cyth3,L32,TYPE_I,
ENSMUSG00000051674,Dcun1d4,L32,,
ENSMUSG00000025815,Dhtkd1,L32,TYPE_I,
ENSMUSG00000026203,Dnajb2,L32,,TYPE_II
ENSMUSG00000040631,Dok4,L32,,
ENSMUSG00000019278,Dpep1,L32,TYPE_I,
ENSMUSG00000009145,Dqx1,L32,,
ENSMUSG00000035770,Dync1li2,L32,,
ENSMUSG00000031217,Efnb1,L32,TYPE_I,
ENSMUSG00000026814,Eng,L32,,TYPE_II
ENSMUSG00000035245,Eogt,L32,,
ENSMUSG00000040640,Erc2,L32,,
ENSMUSG00000071604,Fam189a2,L32,,
ENSMUSG00000058966,Fam57b,L32,,
ENSMUSG00000034037,Fgd5,L32,TYPE_I,
ENSMUSG00000014778,Fhod1,L32,TYPE_I,TYPE_II
ENSMUSG00000056602,Fry,L32,,TYPE_II
ENSMUSG00000036578,Fxyd7,L32,,
ENSMUSG00000036904,Fzd8,L32,,
ENSMUSG00000015053,Gata2,L32,TYPE_I,
ENSMUSG00000057933,Gsta2,L32,,TYPE_II
ENSMUSG00000022475,Hdac7,L32,TYPE_I,
ENSMUSG00000059325,Hopx,L32,TYPE_I,TYPE_II
ENSMUSG00000031613,Hpgd,L32,TYPE_I,TYPE_II
ENSMUSG00000010051,Hyal1,L32,,
ENSMUSG00000010047,Hyal2,L32,TYPE_I,
ENSMUSG00000023046,Igfbp6,L32,TYPE_I,
ENSMUSG00000061859,Inadl,L32,TYPE_I,
ENSMUSG00000026638,Irf6,L32,TYPE_I,
ENSMUSG00000032194,Kank2,L32,,TYPE_II
ENSMUSG00000062901,Klhl24,L32,TYPE_I,TYPE_II
ENSMUSG00000021959,Lats2,L32,TYPE_I,
ENSMUSG00000057722,Lepr,L32,,
ENSMUSG00000030201,Lrp6,L32,TYPE_I,TYPE_II
ENSMUSG00000035342,Lzts2,L32,,
ENSMUSG00000024479,Mal2,L32,,
ENSMUSG00000041775,Mapk1ip1,L32,,
ENSMUSG00000071856,Mcc,L32,,
ENSMUSG00000039270,Megf9,L32,TYPE_I,TYPE_II
ENSMUSG00000021112,Mpp5,L32,TYPE_I,
ENSMUSG00000034868,Myl12b,L32,,
ENSMUSG00000079334,Nat6,L32,TYPE_I,TYPE_II
ENSMUSG00000075590,Nrbp2,L32,,
ENSMUSG00000021224,Numb,L32,TYPE_I,TYPE_II
ENSMUSG00000056214,Pard6g,L32,,
ENSMUSG00000020453,Patz1,L32,,
ENSMUSG00000051375,Pcdh1,L32,,
ENSMUSG00000041741,Pde3a,L32,,
ENSMUSG00000022090,Pdlim2,L32,TYPE_I,TYPE_II
ENSMUSG00000024193,Phf1,L32,TYPE_I,TYPE_II
ENSMUSG00000033149,Phldb2,L32,TYPE_I,
ENSMUSG00000016933,Plcg1,L32,TYPE_I,
ENSMUSG00000021285,Ppp1r13b,L32,TYPE_I,
ENSMUSG00000028518,Prkaa2,L32,TYPE_I,
ENSMUSG00000041187,Prkd2,L32,,TYPE_II
ENSMUSG00000039405,Prss23,L32,,
ENSMUSG00000038764,Ptpn3,L32,,
ENSMUSG00000060260,Pwwp2b,L32,TYPE_I,
ENSMUSG00000026721,Rabgap1l,L32,TYPE_I,TYPE_II
ENSMUSG00000001240,Ramp2,L32,TYPE_I,TYPE_II
ENSMUSG00000041351,Rap1gap,L32,TYPE_I,
ENSMUSG00000049044,Rapgef4,L32,,
ENSMUSG00000052852,Reep1,L32,TYPE_I,
ENSMUSG00000048330,Ric3,L32,,
ENSMUSG00000040746,Rnf167,L32,,TYPE_II
ENSMUSG00000110170,RP23-313J14.7,L32,,
ENSMUSG00000061815,Rufy4,L32,,
ENSMUSG00000000216,Scnn1g,L32,,
ENSMUSG00000064373,Sepp1,L32,TYPE_I,TYPE_II
ENSMUSG00000029843,Slc13a4,L32,,
ENSMUSG00000037762,Slc16a9,L32,,TYPE_II
ENSMUSG00000023912,Slc25a27,L32,TYPE_I,
ENSMUSG00000030737,Slco2b1,L32,TYPE_I,TYPE_II
ENSMUSG00000053559,Smagp,L32,,TYPE_II
ENSMUSG00000038145,Snrk,L32,,
ENSMUSG00000050373,Snx21,L32,TYPE_I,TYPE_II
ENSMUSG00000070643,Sox13,L32,,
ENSMUSG00000031216,Stard8,L32,TYPE_I,TYPE_II
ENSMUSG00000036863,Syde2,L32,TYPE_I,
ENSMUSG00000028717,Tal1,L32,,TYPE_II
ENSMUSG00000059981,Taok2,L32,,
ENSMUSG00000030699,Tbx6,L32,TYPE_I,TYPE_II
ENSMUSG00000042066,Tmcc2,L32,TYPE_I,
ENSMUSG00000031953,Tmem170,L32,,
ENSMUSG00000024168,Tmem204,L32,TYPE_I,TYPE_II
ENSMUSG00000071719,Tmem28,L32,,
ENSMUSG00000032186,Tmod2,L32,TYPE_I,
ENSMUSG00000030306,Tmtc1,L32,,
ENSMUSG00000037573,Tob1,L32,TYPE_I,
ENSMUSG00000036989,Trim3,L32,,TYPE_II
ENSMUSG00000032942,Ucp3,L32,,
ENSMUSG00000039382,Wdr45,L32,TYPE_I,TYPE_II
ENSMUSG00000027803,Wwtr1,L32,,
ENSMUSG00000030094,Xpc,L32,TYPE_I,
ENSMUSG00000004085,Zak,L32,,TYPE_II
ENSMUSG00000069114,Zbtb10,L32,,
ENSMUSG00000049672,Zbtb14,L32,TYPE_I,
ENSMUSG00000046556,Zfp319,L32,TYPE_I,
ENSMUSG00000047264,Zfp358,L32,,
ENSMUSG00000022987,Zfp641,L32,,
ENSMUSG00000021286,Zfyve21,L32,TYPE_I,TYPE_II
ENSMUSG00000062760,1810041L15Rik,L33,,
ENSMUSG00000026090,2010300C02Rik,L33,,TYPE_II
ENSMUSG00000031983,2310022B05Rik,L33,TYPE_I,TYPE_II
ENSMUSG00000066607,6030419C18Rik,L33,,
ENSMUSG00000025375,Aatk,L33,TYPE_I,TYPE_II
ENSMUSG00000057880,Abat,L33,TYPE_I,
ENSMUSG00000029408,Abcb9,L33,TYPE_I,
ENSMUSG00000025085,Ablim1,L33,TYPE_I,
ENSMUSG00000032735,Ablim3,L33,TYPE_I,
ENSMUSG00000010651,Acaa1b,L33,TYPE_I,
ENSMUSG00000056938,Acbd4,L33,,
ENSMUSG00000020681,Ace,L33,TYPE_I,
ENSMUSG00000101605,Ace3,L33,,
ENSMUSG00000038007,Acer2,L33,TYPE_I,
ENSMUSG00000021226,Acot2,L33,,
ENSMUSG00000061393,Acvr2b,L33,TYPE_I,
ENSMUSG00000072647,Adam1a,L33,,
ENSMUSG00000031994,Adamts8,L33,TYPE_I,
ENSMUSG00000036040,Adamtsl2,L33,TYPE_I,
ENSMUSG00000043822,Adamtsl5,L33,TYPE_I,TYPE_II
ENSMUSG00000022840,Adcy5,L33,TYPE_I,
ENSMUSG00000022994,Adcy6,L33,,
ENSMUSG00000022376,Adcy8,L33,,
ENSMUSG00000005580,Adcy9,L33,TYPE_I,TYPE_II
ENSMUSG00000045875,Adra1a,L33,TYPE_I,TYPE_II
ENSMUSG00000029094,Afap1,L33,,
ENSMUSG00000033032,Afap1l1,L33,,
ENSMUSG00000031189,Aff2,L33,TYPE_I,
ENSMUSG00000023353,Agap3,L33,TYPE_I,
ENSMUSG00000015452,Ager,L33,,
ENSMUSG00000042500,Ago4,L33,TYPE_I,TYPE_II
ENSMUSG00000072812,Ahnak2,L33,,TYPE_II
ENSMUSG00000046312,AI464131,L33,TYPE_I,
ENSMUSG00000012123,Aim1l,L33,,
ENSMUSG00000022178,Ajuba,L33,,
ENSMUSG00000025270,Alas2,L33,TYPE_I,
ENSMUSG00000053279,Aldh1a1,L33,TYPE_I,
ENSMUSG00000029455,Aldh2,L33,TYPE_I,TYPE_II
ENSMUSG00000035936,Aldh5a1,L33,TYPE_I,
ENSMUSG00000023047,Amhr2,L33,,
ENSMUSG00000041688,Amot,L33,,TYPE_II
ENSMUSG00000004105,Angptl2,L33,,TYPE_II
ENSMUSG00000022237,Ankrd33b,L33,TYPE_I,TYPE_II
ENSMUSG00000020864,Ankrd40,L33,,
ENSMUSG00000052331,Ankrd44,L33,TYPE_I,TYPE_II
ENSMUSG00000044864,Ankrd50,L33,TYPE_I,
ENSMUSG00000078137,Ankrd63,L33,,
ENSMUSG00000066191,Anks6,L33,,
ENSMUSG00000037032,Apbb1,L33,TYPE_I,
ENSMUSG00000071847,Apcdd1,L33,TYPE_I,
ENSMUSG00000053040,Aph1c,L33,TYPE_I,TYPE_II
ENSMUSG00000031996,Aplp2,L33,TYPE_I,TYPE_II
ENSMUSG00000053199,Arhgap20,L33,,
ENSMUSG00000041444,Arhgap32,L33,TYPE_I,
ENSMUSG00000050730,Arhgap42,L33,,
ENSMUSG00000073433,Arhgdig,L33,TYPE_I,
ENSMUSG00000071176,Arhgef10,L33,,TYPE_II
ENSMUSG00000041977,Arhgef11,L33,,
ENSMUSG00000032875,Arhgef17,L33,TYPE_I,
ENSMUSG00000004568,Arhgef18,L33,,
ENSMUSG00000004562,Arhgef40,L33,,
ENSMUSG00000074794,Arrdc3,L33,TYPE_I,TYPE_II
ENSMUSG00000034842,Art3,L33,TYPE_I,
ENSMUSG00000000325,Arvcf,L33,TYPE_I,
ENSMUSG00000041329,Atp1b2,L33,TYPE_I,
ENSMUSG00000020788,Atp2a3,L33,TYPE_I,
ENSMUSG00000039347,Atp6v0e2,L33,TYPE_I,
ENSMUSG00000027546,Atp9a,L33,,
ENSMUSG00000041935,AW549877,L33,,
ENSMUSG00000000142,Axin2,L33,TYPE_I,
ENSMUSG00000028789,Azin2,L33,,TYPE_II
ENSMUSG00000039741,Bahcc1,L33,,
ENSMUSG00000024232,Bambi,L33,TYPE_I,TYPE_II
ENSMUSG00000002083,Bbc3,L33,TYPE_I,TYPE_II
ENSMUSG00000031853,BC021891,L33,,
ENSMUSG00000002980,Bcam,L33,,
ENSMUSG00000059439,Bcas3,L33,,TYPE_II
ENSMUSG00000060376,Bckdha,L33,,
ENSMUSG00000063382,Bcl9l,L33,TYPE_I,
ENSMUSG00000036959,Bcorl1,L33,TYPE_I,
ENSMUSG00000040867,Begain,L33,,
ENSMUSG00000030256,Bhlhe41,L33,,TYPE_II
ENSMUSG00000016758,Bik,L33,,
ENSMUSG00000039004,Bmp6,L33,TYPE_I,
ENSMUSG00000067336,Bmpr2,L33,,
ENSMUSG00000022687,Boc,L33,TYPE_I,
ENSMUSG00000038871,Bpgm,L33,,
ENSMUSG00000042459,Bpifa2,L33,,
ENSMUSG00000038572,Bpifb5,L33,,
ENSMUSG00000047843,Bri3,L33,,
ENSMUSG00000062098,Btbd3,L33,TYPE_I,
ENSMUSG00000039349,C130074G19Rik,L33,,
ENSMUSG00000079105,C7,L33,,
ENSMUSG00000040118,Cacna2d1,L33,TYPE_I,
ENSMUSG00000023055,Calcoco1,L33,TYPE_I,TYPE_II
ENSMUSG00000044433,Camsap3,L33,,TYPE_II
ENSMUSG00000038526,Car14,L33,,
ENSMUSG00000075289,Carns1,L33,,
ENSMUSG00000033597,Caskin1,L33,,
ENSMUSG00000028977,Casz1,L33,,
ENSMUSG00000035640,Cbarp,L33,,
ENSMUSG00000006362,Cbfa2t3,L33,TYPE_I,
ENSMUSG00000025150,Cbr2,L33,TYPE_I,TYPE_II
ENSMUSG00000053411,Cbx7,L33,TYPE_I,
ENSMUSG00000020482,Ccdc117,L33,,
ENSMUSG00000028795,Ccdc28b,L33,TYPE_I,
ENSMUSG00000032878,Ccdc85a,L33,,
ENSMUSG00000084883,Ccdc85c,L33,,
ENSMUSG00000037979,Ccdc92,L33,TYPE_I,
ENSMUSG00000058690,Ccser2,L33,,TYPE_II
ENSMUSG00000017309,Cd300lg,L33,TYPE_I,
ENSMUSG00000016493,Cd46,L33,,
ENSMUSG00000035776,Cd99l2,L33,TYPE_I,
ENSMUSG00000033102,Cdc14b,L33,TYPE_I,
ENSMUSG00000024769,Cdc42bpg,L33,TYPE_I,
ENSMUSG00000049521,Cdc42ep1,L33,TYPE_I,
ENSMUSG00000031841,Cdh13,L33,,
ENSMUSG00000031881,Cdh16,L33,,
ENSMUSG00000031871,Cdh5,L33,,
ENSMUSG00000004071,Cdip1,L33,,TYPE_II
ENSMUSG00000003031,Cdkn1b,L33,TYPE_I,TYPE_II
ENSMUSG00000037664,Cdkn1c,L33,TYPE_I,TYPE_II
ENSMUSG00000034957,Cebpa,L33,TYPE_I,TYPE_II
ENSMUSG00000068267,Cenpb,L33,TYPE_I,
ENSMUSG00000008206,Cers4,L33,TYPE_I,
ENSMUSG00000056973,Ces1d,L33,,
ENSMUSG00000031886,Ces2e,L33,,
ENSMUSG00000005045,Chd5,L33,TYPE_I,
ENSMUSG00000057133,Chd6,L33,,
ENSMUSG00000045613,Chrm2,L33,,
ENSMUSG00000046159,Chrm3,L33,,TYPE_II
ENSMUSG00000027221,Chst1,L33,TYPE_I,TYPE_II
ENSMUSG00000060402,Chst8,L33,,
ENSMUSG00000038550,Ciart,L33,,TYPE_II
ENSMUSG00000032473,Cldn18,L33,,
ENSMUSG00000041378,Cldn5,L33,TYPE_I,
ENSMUSG00000045930,Clec14a,L33,,
ENSMUSG00000015093,Clic3,L33,,
ENSMUSG00000021097,Clmn,L33,TYPE_I,
ENSMUSG00000039953,Clstn1,L33,,TYPE_II
ENSMUSG00000042190,Cmklr1,L33,TYPE_I,TYPE_II
ENSMUSG00000062585,Cnr2,L33,TYPE_I,TYPE_II
ENSMUSG00000032332,Col12a1,L33,TYPE_I,
ENSMUSG00000058806,Col13a1,L33,,
ENSMUSG00000063564,Col23a1,L33,TYPE_I,
ENSMUSG00000079465,Col4a3,L33,,
ENSMUSG00000067158,Col4a4,L33,,
ENSMUSG00000056174,Col8a2,L33,TYPE_I,
ENSMUSG00000020836,Coro6,L33,,
ENSMUSG00000039652,Cpeb3,L33,,TYPE_II
ENSMUSG00000048200,Cracr2b,L33,TYPE_I,TYPE_II
ENSMUSG00000048249,Crebrf,L33,TYPE_I,TYPE_II
ENSMUSG00000024074,Crim1,L33,TYPE_I,TYPE_II
ENSMUSG00000006356,Crip2,L33,TYPE_I,
ENSMUSG00000007888,Crlf1,L33,,
ENSMUSG00000032060,Cryab,L33,TYPE_I,
ENSMUSG00000029352,Crybb3,L33,,
ENSMUSG00000032911,Cspg4,L33,TYPE_I,TYPE_II
ENSMUSG00000083282,Ctsf,L33,,TYPE_II
ENSMUSG00000018378,Cuedc1,L33,TYPE_I,
ENSMUSG00000040327,Cul9,L33,,
ENSMUSG00000042589,Cux2,L33,TYPE_I,
ENSMUSG00000045382,Cxcr4,L33,TYPE_I,TYPE_II
ENSMUSG00000044365,Cxxc4,L33,,
ENSMUSG00000034445,Cyb561a3,L33,,
ENSMUSG00000053929,Cyhr1,L33,TYPE_I,TYPE_II
ENSMUSG00000005547,Cyp2a5,L33,TYPE_I,
ENSMUSG00000062329,Cytl1,L33,,
ENSMUSG00000041134,Cyyr1,L33,,
ENSMUSG00000063455,D630045J12Rik,L33,,
ENSMUSG00000040260,Daam2,L33,,
ENSMUSG00000048826,Dact2,L33,,
ENSMUSG00000059824,Dbp,L33,TYPE_I,TYPE_II
ENSMUSG00000036862,Dchs1,L33,TYPE_I,TYPE_II
ENSMUSG00000039450,Dcxr,L33,TYPE_I,TYPE_II
ENSMUSG00000038456,Dennd2a,L33,TYPE_I,TYPE_II
ENSMUSG00000000276,Dgke,L33,TYPE_I,
